"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"483292686632235008","","","2014-06-29 16:55:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","How the “Window Wrapper” proof of concept could be used to pre-load the WordPress Customizer: https://t.co/GKlIkXp8ox","","","","https://core.trac.wordpress.org/ticket/28602#comment:7"
"483271347917692929","","","2014-06-29 15:30:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Star Trac #WPmovies","","","",""
"482999868122611713","","","2014-06-28 21:31:56 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Household sharing with @Amazon Prime should extend to digital purchases: my Kindle/Audible/video purchases accessible in wife's account.","","","",""
"482946895015206912","482946227978264576","16213079","2014-06-28 18:01:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nacin @trepmal which function?","","","",""
"482946232923348994","","","2014-06-28 17:58:49 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just used Google Wallet on my Nexus 5 to pay at a Walgreens checkout. The checker was impressed. I feel so badass.","","","",""
"482794289614053376","","","2014-06-28 07:55:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Proof of concept for a “window wrapper”: wrap a site in an iframe, updating URL w/ pushState. Persistent bar: http://t.co/WLfH7rGWtX #html5","","","","http://westonruter.github.io/window-wrapper/"
"482626937735503872","","","2014-06-27 20:50:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WordPress dev sushi #pdxwp http://t.co/QaOPMSriAW","","","","http://twitter.com/westonruter/status/482626937735503872/photo/1"
"482540613368164353","","","2014-06-27 15:07:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @mattreport: My latest: How to develop a successful product w/ @fjarrett lead on the WP-Stream plugin --&gt; http://t.co/98QftQzcHz","482503444217860096","234759798","2014-06-27 12:39:20 +0000","http://bit.ly/1nP1lCC,http://bit.ly/1nP1lCC"
"482317797213474816","482283607621652480","335110427","2014-06-27 00:21:38 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@tollmanz @danielbachhuber sushi is sushi as far as I'm concerned. I'm happy with anything, as long as I get to be with you guys. ;-)","","","",""
"481862713795035138","","","2014-06-25 18:13:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Suggestion w/ patch to add status codes and hooks to wp-cron.php to facilitate logging and debugging: https://t.co/MQXzk4j1qJ","","","","https://core.trac.wordpress.org/ticket/28635"
"481509260317458433","481497603440254977","981261","2014-06-24 18:48:48 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@simpledream great to meet you too!","","","",""
"481191743724224515","","","2014-06-23 21:47:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Or maybe named capturing groups were supported by PCRE even before that. Anyway, props to @kopepasah for the realization!","","","",""
"481191144584269826","","","2014-06-23 21:44:43 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","PHP≥5.2.2 supports named capturing groups! preg_match( '/(?P&lt;digits&gt;\d+)/', $x, $matches ); $matches['digits'] =&gt; FTW http://t.co/ncrxcQA7eF","","","","http://www.php.net/manual/en/regexp.reference.subpatterns.php"
"480953091597275136","480209714819497984","335110427","2014-06-23 05:58:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@tollmanz @geekcode @danielbachhuber there's always http://t.co/9pCYcANx4s","","","","http://wordpress.org/plugins/plugin-dependencies/"
"480949170484678656","479944319525072897","15631238","2014-06-23 05:43:12 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Virgin @virgingalactic @LEGO_Group already done in my house http://t.co/lWJDPKZSqy","","","","http://twitter.com/westonruter/status/480949170484678656/photo/1"
"480747545967464448","480737515066757122","2565702482","2014-06-22 16:22:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@_ndsmith no. But I also upgraded my storage for Drive.","","","",""
"480594292537188352","","","2014-06-22 06:13:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yesterday marked my 10-year anniversary of getting @Gmail. One decade of Gmail. Thanks @Google!","","","",""
"480451497017098240","","","2014-06-21 20:45:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Happy to announce a new release for WordPress Coding Standards for PHP_CodeSniffer! Check out subset standards: https://t.co/tUlEEQUJWL","","","","https://github.com/WordPress-Coding-Standards/WordPress-Coding-Standards#subset-standards"
"480226391959801856","","","2014-06-21 05:51:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Epic PR for next release of WordPress Coding Standards for PHP_CodeSniffer. Subset standards for Core, VIP, Extras: https://t.co/d4OkFprH26","","","","https://github.com/WordPress-Coding-Standards/WordPress-Coding-Standards/pull/128"
"480119123309903874","","","2014-06-20 22:44:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Opened WP Core ticket with patch to introduce distinct 'customize' capability for accessing Customizer: https://t.co/E6C2VXEdju","","","","https://core.trac.wordpress.org/ticket/28605"
"480080310588420096","","","2014-06-20 20:10:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","WP Core idea to transparently route frontend browsing through Customizer for logged-in users: 
https://t.co/9Kje6cdWFW","","","","https://core.trac.wordpress.org/ticket/28602"
"480078449705750528","","","2014-06-20 20:03:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Just had our first #wordpress-dev office hours for the Customize component: https://t.co/z5jRnv1wep","","","","https://irclogs.wordpress.org/chanlog.php?channel=wordpress-dev&day=2014-06-20&sort=asc#m873378"
"479693288271003648","479692878583975936","14563701","2014-06-19 18:32:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ryancduff and some may ask why I don't use WhatsApp…","","","",""
"479692721158750208","479692473036701696","14563701","2014-06-19 18:30:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ryancduff oh yeah, forgot to mention Twitter DMs and @-mentions! :-)","","","",""
"479692321425223681","","","2014-06-19 18:28:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Messaging fragmentation is getting ridiculous. Have to consistently switch between HipChat, Hangouts, Skype, IRC, Slack, Facebook Messenger…","","","",""
"479411394061041664","479410449616601088","6306542","2014-06-18 23:52:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rmccue yeah, but what's to stop it now? Suppose that's already been hashed out thoroughly though: https://t.co/2NI2HoaFtd","","","","https://core.trac.wordpress.org/ticket/16769"
"479409557353943040","477291263469690882","6306542","2014-06-18 23:45:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rmccue why isn't WP_Error a subclass of Exception?","","","",""
"479092368621445120","478591198048038912","21204689","2014-06-18 02:44:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@helenhousandi @nacin how about a new Trac component for Customizer? “Appearance” is so vague/broad. Customizer need not be about appearance","","","",""
"478636699031842817","478591198048038912","21204689","2014-06-16 20:34:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@helenhousandi I would be honored :-)","","","",""
"478412184394158081","","","2014-06-16 05:42:07 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I've been hooked on the WordPress Customizer for a year now. IMHO it's the future of site management. Customize all the things! #javascript","","","",""
"478410012004728832","","","2014-06-16 05:33:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Also, wrote another WP Customizer patch: Only show theme info when doing Live Preview of theme switch:  https://t.co/N7JLCuWBR6","","","","https://core.trac.wordpress.org/ticket/28550"
"478409677903237120","","","2014-06-16 05:32:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Filed ticket and wrote WP Core patch: Navigating within Customizer preview should update parent document title. https://t.co/RJenwgegNc","","","","https://core.trac.wordpress.org/ticket/28542"
"477847000197890048","477846493865705472","14137938","2014-06-14 16:16:17 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@GaryJ @nathanrice https://t.co/TW5isaWBb2","","","","https://twitter.com/westonruter/status/477710740493991936"
"477732609272086528","","","2014-06-14 08:41:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Another WP Core ticket w/ patch to add browser history and deep linking for navigation in Customizer preview: https://t.co/0kSjM4xWkY #html5","","","","https://core.trac.wordpress.org/ticket/28536"
"477710740493991936","","","2014-06-14 07:14:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Wrote WP Core patch to facilitate get/set of URL in Customizer preview: https://t.co/xo8EJKKMqc","","","","https://core.trac.wordpress.org/ticket/27666#comment:3"
"477600832670928897","477037614521122816","15072395","2014-06-13 23:58:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@topher1kenobe @ThatsEarth this is @fjarrett's dream come true!","","","",""
"477600294134493184","476833029034618881","15473031","2014-06-13 23:55:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@wonderboymusic What about: $GLOBALS[ $key ] = $value; https://t.co/cLfo8XnVs5","","","","https://github.com/x-team/wordpress-develop/blob/65803684f457316fd1f7474694aa50d3412cec4d/src/wp-includes/class-wp.php#L506"
"476796068672602114","","","2014-06-11 18:40:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Suggestion to introduce Customizer “Subsections” to WP Core to help logically organize sections (e.g. for Widgets): https://t.co/X0Q20m0lvu","","","","https://core.trac.wordpress.org/ticket/27406#comment:12"
"476508254931927041","476444372515311616","18644616","2014-06-10 23:36:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@hanktate it depends on what the plugin does when the user downloads the file. I would imagine, however, a special connector would be needed","","","",""
"476168167392178176","474966578904449024","759487","2014-06-10 01:05:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bradt #wp_unslash ;-)","","","",""
"476090443529072640","","","2014-06-09 19:56:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Gotta love devices with stock Android! Simultaneous updates to KitKat 4.4.3. http://t.co/CPYyMCZ8v5","","","","http://twitter.com/westonruter/status/476090443529072640/photo/1"
"475328724146335744","","","2014-06-07 17:29:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Breakfast for rebels. #lego http://t.co/7y8L3iLyIH","","","","http://twitter.com/westonruter/status/475328724146335744/photo/1"
"474366775745056768","474365675683983361","16213079","2014-06-05 01:47:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nacin @tnorthcutt houses sure are smart these days. #HomeKit","","","",""
"474336554409025536","473519165459140608","16213079","2014-06-04 23:47:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@nacin how? Was funny when showed answering calls on Mac from iPhone. We've had this for years with Google Voice/Hangouts… w/o even a phone.","","","",""
"474333244503388160","473194676934033409","22232652","2014-06-04 23:33:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@thoronas https://t.co/v7tXycSgqr","","","","https://www.google.com/maps/@45.74233,-123.955599,3a,39y,162.94h,91.24t/data=!3m4!1e1!3m2!1sIKhRBVJOGNdteG2LTzvczQ!2e0"
"474024969265897473","474018281519468545","166669190","2014-06-04 03:08:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jonathanbardo @fjarrett WiFi","","","",""
"474015746226278401","474015144582733824","14346337","2014-06-04 02:32:15 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@fjarrett @jonathanbardo come on guys! Think Toronto of Fall 2013.","","","",""
"474011416945369090","","14346337","2014-06-04 02:15:03 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@fjarrett @jonathanbardo blueberry37","","","",""
"473638467012804608","","","2014-06-03 01:33:04 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","4 years with @xteam","","","",""
"473236890028474368","473150054241296384","166669190","2014-06-01 22:57:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jonathanbardo I have not, but I'm looking forward to using them! For one, we'll be able to largely stop our verbal database locks :-)","","","",""
"473137705703190528","472050223775514624","17101544","2014-06-01 16:23:14 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@Rarst @post_status @Krogsgard LOL. I just got this. X =&gt; &gt; &lt;","","","",""
"472945143600152576","472840066180870144","2242755810","2014-06-01 03:38:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@nickhalsey_ Customizer all the things!","","","",""
"472605334876352512","","","2014-05-31 05:07:47 +0000","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","Check out @NickHalsey_'s (celloexpressions) GSoC Project Proposal: WordPress Menu Customizer: http://t.co/EkIOZXqWSm","","","","http://celloexpressions.com/blog/gsoc-project-proposal-menu-customizer/"
"472461352968413184","472453235878264832","1741681","2014-05-30 19:35:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremyfelt not sure, but it's whatever version that got provisioned in trusty64.","","","",""
"472424373933326339","472416836403724289","1741681","2014-05-30 17:08:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremyfelt with trusty64, I saw seeing mysqld get stuck at &gt;50% CPU and memory usage, increasing to point of crash.","","","",""
"472423845283258369","472416836403724289","1741681","2014-05-30 17:06:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremyfelt I thought synced DB folder was cause for slowdown, but it seems culprit is trusty64. Had to rollback to 1.1 and apply PR #364.","","","",""
"472422285539049472","472416836403724289","1741681","2014-05-30 17:00:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremyfelt I came up with something which did work, though probably not a general solution: https://t.co/dTx7dbhrJz","","","","https://gist.github.com/westonruter/04e59241d366f6b7fd95"
"472392375881314304","","1741681","2014-05-30 15:01:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremyfelt do you have a script for migrating MySQL data from synced folder to Vagrant box for VVV? I tried a move but failed.","","","",""
"472173900240261122","","","2014-05-30 00:33:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @applyfilters: Episode 18 - WP Stream with @fjarrett and @Japh is now available! http://t.co/Wpja0PIZRA","472170248758902784","1673964799","2014-05-30 00:18:54 +0000","http://applyfilters.fm/podcast/episode-18/,http://applyfilters.fm/podcast/episode-18/"
"472139784664940544","","","2014-05-29 22:17:51 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","TIL: Preserve Case in @PhpStorm's Find &amp; Replace: http://t.co/DvMAqopt0j Smartly replace Foo=&gt;Bar by also doing FOO=&gt;BAR and foo=&gt;bar","","","","http://www.jetbrains.com/phpstorm/webhelp/finding-and-replacing-text-in-file.html"
"472072523585454080","","","2014-05-29 17:50:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","TIL: the Chrome extension for Google Play Music that adds OSX integration for keyboard playback control: https://t.co/HHcNk134tN Finally.","","","","https://chrome.google.com/webstore/detail/google-play-music/fahmaaghhglfmonjliepjlchgpgfmobi?utm_source=chrome-ntp-launcher"
"472057018040471552","472049195788935168","18384476","2014-05-29 16:48:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tnorthcutt @topher1kenobe @post_status @Rarst @Krogsgard more info to come :-) It's largely about formalizing X-Team WP as it exists now.","","","",""
"470927772936704000","470926507771453440","160529803","2014-05-26 14:01:45 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@adampickering_ @topher1kenobe yes. For 2 days. The best city! :-)","","","",""
"470882553130254336","470882278781243393","15072395","2014-05-26 11:02:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@topher1kenobe going dark while I catch a cab now.","","","",""
"470882001323425792","470877933083848704","15072395","2014-05-26 10:59:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@topher1kenobe looks like I can join you for breakfast.","","","",""
"470881026546618368","470877933083848704","15072395","2014-05-26 10:55:59 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@topher1kenobe just landed and deplaned. Walking to taxi now. http://t.co/EWY6dv2Q4p","","","","http://twitter.com/westonruter/status/470881026546618368/photo/1"
"470772685518036992","470761223168876546","15072395","2014-05-26 03:45:29 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@topher1kenobe leftovers from some random hotel guest?","","","",""
"470719697567375361","","","2014-05-26 00:14:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The @TriMet Tickets app just revolutionizes my transit use in PDX. No more fare anxiety. No more scrambling for exact change.","","","",""
"470348060116021249","469269480624123904","152299986","2014-05-24 23:38:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tlovett12 @helenhousandi @jjj @10up followed up on GitHub noting how I see two plugins complimenting each other: https://t.co/xiCfFML4Ah","","","","https://github.com/10up/Post-Customizer/issues/9#issuecomment-44105006"
"470325878455410688","469203028638060544","18741447","2014-05-24 22:10:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@GetSource @Japh so mozzie rimes with Aussie, like Aussie rhymes with mossy? ;-)","","","",""
"470324716340002816","469882997635026945","15102110","2014-05-24 22:05:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@HenrikJoreteg wait a minute. Aren't in-flight calls against the terms of service? ;-)","","","",""
"470323349101350912","469247237311049728","12086372","2014-05-24 21:59:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@joshwnj lol. Which is why I've used a signature, “Sent from a mobile device.” No need to give free advertising to manufacturer.","","","",""
"470322184251273216","469644656637378562","39872290","2014-05-24 21:55:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Nathan_Watkins @onfieldmedia well done!","","","",""
"469972635665711104","469937437201166336","18791509","2014-05-23 22:46:22 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mattmedeiros @chip_bennett @scott yeah with some work, you can also dynamically create new customize controls with JS. Sections too AFAIK.","","","",""
"469937803254845441","469932364504653824","12283282","2014-05-23 20:27:57 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@scott @mattmedeiros @chip_bennett can't you just register these conditional sidebars earlier?","","","",""
"469931039079403520","469899146548092929","12283282","2014-05-23 20:01:05 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@scott @mattmedeiros @chip_bennett widget sidebars? Good question. So all sidebars are not registered on all WP loads?","","","",""
"469898269376933890","469886520095031296","18791509","2014-05-23 17:50:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mattmedeiros @chip_bennett @scott what Customizer problem are you tackling?","","","",""
"469560262841085952","469559343780995073","11997822","2014-05-22 19:27:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@pap3rtig3rs @topher1kenobe we muted ourselves on our other devices actually.","","","",""
"469558571257298944","","","2014-05-22 19:21:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","On a hangout, @topher1kenobe and I cloned ourselves. #secondscreen #thirdscreen http://t.co/BUElHi7BlQ","","","","http://twitter.com/westonruter/status/469558571257298944/photo/1"
"469342629767827457","469342344152506368","1741681","2014-05-22 05:02:57 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@jeremyfelt thy bone?","","","",""
"469337155454521345","","","2014-05-22 04:41:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Spent like 5 minutes trying to figure out how to spell “thigh” by traversing Wikipedia articles on human anatomy. Ugh. #brainblockage","","","",""
"469236124289081344","469229607603150848","12887432","2014-05-21 21:59:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@helenhousandi @JJJ @tlovett12 @10up https://t.co/cz6EHlkSUB #collaboration #conversation","","","","https://github.com/10up/Post-Customizer/issues/9"
"469229607603150848","469227985782857728","21204689","2014-05-21 21:33:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@helenhousandi @JJJ @tlovett12 I wanted to validate the Customizer POC first. I can sure delete the X-Team plugin &amp; fork the @10up one :-)","","","",""
"469228470044598272","469227295517843456","21204689","2014-05-21 21:29:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@helenhousandi @jakemgold @roundearth @alexkingorg yeah, I didn't mean to invalidate existing tickets &amp; work on them. Just another approach.","","","",""
"469227572715597824","469226757753544704","21204689","2014-05-21 21:25:45 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@helenhousandi @jakemgold @JJJ @tlovett12 sure. It's just that they take two complete different approaches. So they can't really be together","","","",""
"469223157820571649","469222674208915456","272166936","2014-05-21 21:08:13 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@danielbachhuber @jeremyfelt in other words, Contributors submitting for review?","","","",""
"469222116110659584","469221587166580736","1741681","2014-05-21 21:04:04 +0000","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@jeremyfelt that's right. Stop editing your post meta blind! :-)","","","",""
